10.01.2022 11:01:28,3,120,962,709811,44704426
22.01.2022 13:18:31,4,90,997,220030,31632427
26.01.2022 2:48:35,3,20,817,293104,77911182
14.01.2022 15:24:23,5,100,888,994919,34613937
15.01.2022 16:43:44,4,160,1547,211890,25080402
31.01.2022 11:17:44,4,170,1042,543221,55790381
17.01.2022 21:38:02,3,100,959,424677,55886309
26.01.2022 12:15:20,5,100,913,938135,84108038
27.01.2022 11:12:51,4,50,962,494424,43257684
28.01.2022 6:16:33,4,20,887,517453,11789279
26.01.2022 4:25:20,4,100,818,274797,65114472
19.01.2022 14:11:33,4,50,816,474824,48594320
27.01.2022 15:59:31,3,30,842,729505,98138917
18.01.2022 13:36:36,4,30,937,904867,70460837
17.01.2022 14:58:30,4,150,860,612078,73073287
25.01.2022 2:30:35,4,80,883,103976,64420186
27.01.2022 9:47:49,3,60,927,975407,36437587
28.01.2022 3:18:22,3,90,922,494787,61992952
26.01.2022 1:57:02,5,100,901,167212,46335222
23.01.2022 21:27:45,5,70,852,273245,16354895
20.01.2022 7:32:27,3,160,1170,182651,74129252
11.01.2022 11:48:36,4,20,912,872096,31983947
12.01.2022 3:43:23,3,80,1034,695899,23457259
09.01.2022 15:51:13,5,80,905,929024,37970699
18.01.2022 8:46:00,3,120,943,376821,34071305
25.01.2022 19:05:28,5,70,955,886582,49505413
14.01.2022 19:34:01,3,140,920,728720,16123565
28.01.2022 3:39:17,5,110,960,736733,26540035
18.01.2022 19:53:08,3,50,864,856174,91639694
25.01.2022 5:37:34,5,90,941,612716,19682503
26.01.2022 4:58:42,5,160,1661,892785,78217751
09.01.2022 3:33:03,4,150,1072,475715,48896179
30.01.2022 17:14:04,4,130,802,399845,21490850
20.01.2022 20:06:00,4,90,897,153808,32511457
25.01.2022 9:05:50,4,150,891,984588,78415721
19.01.2022 3:29:06,3,80,980,588082,36569177
09.01.2022 22:28:00,6,160,1844,259133,36581899
11.01.2022 17:31:08,3,170,1359,636366,35377416
15.01.2022 22:50:59,6,160,1818,872586,85686846
22.01.2022 6:29:51,4,70,850,120502,34311977
23.01.2022 13:33:37,3,10,832,785164,87583896
12.01.2022 12:21:42,3,100,801,830792,75055270
30.01.2022 6:57:49,3,30,927,928794,16218233
15.01.2022 5:32:48,4,30,912,196029,78984369
16.01.2022 0:16:21,3,80,979,966681,49643666
17.01.2022 13:11:42,3,30,805,275793,27576704
24.01.2022 12:58:55,6,160,1528,820572,43941198
14.01.2022 23:26:32,4,80,952,998832,96371854
14.01.2022 13:45:28,6,140,1118,925846,67858191
27.01.2022 19:26:53,4,160,1281,196346,28109193
30.01.2022 6:40:27,4,160,876,209678,83339263
25.01.2022 21:16:06,5,100,985,797401,76444643
13.01.2022 16:48:42,3,90,950,815617,33186273
15.01.2022 6:47:03,4,150,1150,813263,10098520
23.01.2022 6:10:49,4,10,908,989320,26988516
11.01.2022 9:01:25,3,10,894,776059,13752993
19.01.2022 18:34:00,4,70,837,977407,63646569
13.01.2022 4:41:46,6,170,1173,305444,12710391
19.01.2022 21:06:33,4,30,819,472117,97145325
10.01.2022 0:39:12,6,160,822,279444,12911779
29.01.2022 14:12:21,4,80,886,637967,27687297
13.01.2022 19:13:27,4,110,826,711645,96375377
12.01.2022 10:01:39,4,40,818,562167,39729896
18.01.2022 8:49:03,5,170,1218,908227,94043630
16.01.2022 11:21:15,3,80,867,348860,49219866
09.01.2022 16:30:21,4,90,951,505238,66441479
19.01.2022 6:25:48,3,160,1636,302108,98747831
27.01.2022 2:56:53,4,30,878,993559,12886635
19.01.2022 19:13:40,3,60,899,386531,27350934
09.01.2022 22:06:36,3,70,934,576327,41423283
24.01.2022 3:21:33,5,140,1013,500277,90439284
22.01.2022 4:00:06,6,130,1029,620246,77826099
16.01.2022 10:16:06,5,170,1830,225582,38133383
15.01.2022 22:15:35,4,160,1118,305062,63843537
20.01.2022 1:11:11,4,130,851,992751,77567458
16.01.2022 4:45:43,3,20,919,858240,59748261
10.01.2022 5:10:05,5,90,826,857669,76593998
31.01.2022 19:29:27,4,140,1075,122172,13344612
16.01.2022 16:59:34,3,30,811,125609,89393779
11.01.2022 10:29:54,6,140,1018,789928,50104633
12.01.2022 21:20:20,4,20,822,430951,84464613
25.01.2022 9:46:50,5,120,928,154153,73502502
29.01.2022 22:05:19,4,150,1154,794856,37815060
19.01.2022 20:52:07,3,70,929,243260,21344008
12.01.2022 20:20:38,4,160,961,729418,13551154
12.01.2022 5:53:47,4,20,890,694695,65226298
25.01.2022 9:43:52,4,170,929,402690,10449104
18.01.2022 19:43:37,3,130,806,838127,41740622
12.01.2022 16:27:00,3,30,878,127609,84404174
25.01.2022 23:41:46,3,140,808,211925,19684731
23.01.2022 14:04:02,3,170,1793,432900,64635896
09.01.2022 4:58:06,5,80,939,246366,74841200
24.01.2022 10:19:21,4,70,1022,260652,92430299
31.01.2022 14:27:25,3,150,932,288901,44449598
30.01.2022 7:55:43,6,150,835,487683,49736518
13.01.2022 16:31:27,6,170,1434,278606,79330132
18.01.2022 13:39:00,4,100,1007,496017,17896238
29.01.2022 15:57:46,6,130,972,272399,10916143
15.01.2022 5:26:37,4,50,958,817442,40180633
19.01.2022 23:39:35,4,60,913,852477,13494496
24.01.2022 16:19:14,5,110,893,120309,63756938
25.01.2022 9:42:35,3,50,944,687920,10407217
26.01.2022 1:32:40,4,70,836,801495,70172259
22.01.2022 14:10:20,5,160,1125,206553,57940779
31.01.2022 3:04:33,3,120,978,283613,20203234
24.01.2022 7:42:54,4,20,933,633808,90410856
09.01.2022 0:11:43,4,160,1607,782840,90165380
25.01.2022 6:25:17,6,150,991,648610,26935377
31.01.2022 19:47:32,4,20,847,518044,43102131
12.01.2022 2:05:32,3,40,880,658895,86981242
14.01.2022 16:04:44,5,110,819,501247,30082433
21.01.2022 11:30:32,3,90,878,535740,30694777
26.01.2022 13:11:30,4,100,911,896028,32464795
14.01.2022 3:10:39,4,50,952,170794,11752142
23.01.2022 1:02:34,3,100,980,225146,31642363
10.01.2022 23:33:05,4,130,1040,207447,25034045
14.01.2022 1:50:06,3,40,914,182120,83056878
27.01.2022 9:19:38,5,100,822,995091,90766588
19.01.2022 3:24:35,6,130,946,811568,59492666
22.01.2022 1:53:54,5,70,964,936530,79211326
21.01.2022 2:16:29,6,170,1163,815518,94624646
12.01.2022 6:42:16,5,170,1208,932198,99874571
30.01.2022 11:35:19,4,170,1494,617158,76100321
23.01.2022 8:17:09,5,130,1106,960474,77676465
26.01.2022 16:55:30,3,110,925,500387,46681229
09.01.2022 9:39:26,4,140,911,825246,45939097
13.01.2022 10:17:15,4,70,1027,920784,29277789
26.01.2022 2:26:45,3,20,868,512498,71310136
24.01.2022 11:56:28,4,10,886,505033,23584009
17.01.2022 19:32:44,5,90,902,821707,79535590
21.01.2022 18:12:49,6,150,1054,461235,92707411
28.01.2022 23:14:32,4,100,825,421807,57924489
20.01.2022 2:08:51,6,160,1617,856192,35488602
22.01.2022 16:04:01,5,110,905,888385,77023075
14.01.2022 17:55:24,5,150,887,246526,13932099
26.01.2022 9:33:02,4,40,852,300222,37638932
11.01.2022 6:23:04,5,170,1647,295299,27599671
23.01.2022 7:59:52,4,60,922,408807,63473964
10.01.2022 14:19:51,4,170,1542,950514,68770751
30.01.2022 12:21:12,6,170,835,812707,98571981
28.01.2022 2:02:27,4,60,967,108735,72254535
29.01.2022 23:36:48,5,90,863,863523,59266169
18.01.2022 6:39:54,4,20,877,827929,87914267
10.01.2022 19:55:02,4,90,862,803410,62872562
18.01.2022 15:00:57,5,80,860,136276,28507376
15.01.2022 7:06:43,4,70,814,789907,67611925
26.01.2022 11:57:38,3,20,820,348860,49219866
15.01.2022 5:33:57,3,120,980,399470,24899825
23.01.2022 2:20:28,5,110,936,780089,79808270
26.01.2022 0:33:56,6,140,1106,228732,47651054
16.01.2022 1:06:11,6,170,1146,805713,89341399
19.01.2022 8:14:09,3,40,935,810882,67076270
17.01.2022 2:50:34,4,30,890,219995,55407795
18.01.2022 3:18:14,4,30,900,731825,62057418
12.01.2022 16:14:08,4,170,1283,114043,53530022
11.01.2022 18:21:01,5,170,1929,829348,77562676
10.01.2022 0:41:48,5,130,1017,923442,51725040
26.01.2022 4:11:36,4,50,826,884026,31409980
20.01.2022 19:40:50,5,80,895,554063,89996802
21.01.2022 4:13:49,3,40,830,476733,57558954
18.01.2022 23:07:27,3,120,880,517040,82405495
12.01.2022 19:00:35,4,140,877,115828,62643053
15.01.2022 10:18:15,3,30,863,749145,90498064
20.01.2022 0:23:36,4,120,1024,932050,10613418
21.01.2022 13:47:44,4,140,924,598053,20250221
20.01.2022 11:10:02,5,120,816,602114,83084865
12.01.2022 19:26:17,3,90,815,230035,13666939
31.01.2022 3:15:46,3,110,926,814952,95727474
22.01.2022 7:16:32,4,130,1020,396316,55569225
29.01.2022 13:00:53,3,170,1804,586658,48843160
22.01.2022 9:32:10,3,50,949,113210,84550848
15.01.2022 20:27:49,4,120,866,385112,11452332
19.01.2022 10:47:39,4,60,871,565041,45629987
15.01.2022 6:30:30,4,140,866,844859,33745242
12.01.2022 0:48:03,4,80,1011,385225,53626654
17.01.2022 11:18:36,3,90,938,825727,21697648
11.01.2022 16:11:04,4,90,984,871962,15783160
14.01.2022 8:45:34,4,170,875,211102,71336827
23.01.2022 23:21:16,5,130,871,516289,34903033
31.01.2022 9:35:30,5,70,1023,620299,82373991
14.01.2022 9:59:34,4,50,803,998953,90463338
10.01.2022 15:56:24,3,170,1183,516976,45484790
18.01.2022 7:00:05,5,150,938,874419,86286309
28.01.2022 13:22:18,5,90,899,489705,57846386
17.01.2022 21:05:58,4,20,883,272480,46181292
12.01.2022 14:45:07,3,70,827,663046,39011807
09.01.2022 19:37:03,5,100,974,231289,20570261
15.01.2022 13:36:58,3,70,927,689186,29994621
27.01.2022 0:54:49,3,20,938,776277,63423260
11.01.2022 12:39:27,3,100,1020,694695,65226298
26.01.2022 13:38:25,6,130,1018,159031,34459024
27.01.2022 22:32:49,4,130,1170,955938,75351337
19.01.2022 19:28:21,4,90,1041,414113,62248295
24.01.2022 15:11:50,6,140,933,115156,48339507
16.01.2022 5:23:06,5,170,1882,685790,96963565
26.01.2022 9:16:21,4,10,888,834455,29040818
30.01.2022 1:04:07,5,80,990,734473,46850484
18.01.2022 15:57:00,6,130,1020,302108,98747831
14.01.2022 22:48:02,4,130,944,547455,98559959
11.01.2022 22:35:01,4,130,1148,661903,21644210
11.01.2022 6:21:08,3,70,926,476006,51082043
15.01.2022 4:38:13,3,40,959,464383,97565314
22.01.2022 9:21:09,4,10,816,795826,37252692
10.01.2022 16:54:06,3,60,922,865658,79781955
25.01.2022 15:44:38,3,20,903,213820,34223165
27.01.2022 14:01:57,3,60,896,692088,82462427
27.01.2022 21:46:28,5,160,1080,634899,77387106
17.01.2022 7:30:17,4,70,894,601637,55760867
23.01.2022 14:18:17,3,70,957,703573,16579150
27.01.2022 0:00:54,3,140,899,886026,49879283
27.01.2022 7:23:59,3,160,972,681930,72238165
25.01.2022 4:02:56,4,120,955,773248,35465731
22.01.2022 12:33:24,4,30,915,275548,64683047
14.01.2022 8:19:38,4,70,1025,682015,33442654
29.01.2022 20:03:50,3,100,828,442090,13814017
26.01.2022 7:46:04,4,80,860,220106,35551795
28.01.2022 9:29:02,4,100,961,562129,68929369
31.01.2022 10:28:01,5,170,973,237045,31734598
17.01.2022 7:02:06,4,40,823,616647,82931211
17.01.2022 19:18:05,4,20,927,104994,67255766
11.01.2022 10:01:28,4,140,1010,139776,24903949
14.01.2022 16:32:24,3,20,938,511509,51877136
16.01.2022 1:29:35,3,20,859,857322,11870598
15.01.2022 3:17:00,6,130,869,542301,63510793
30.01.2022 11:50:32,4,130,853,440571,95816243
16.01.2022 11:58:05,4,40,860,145840,80190848
29.01.2022 19:46:50,4,50,825,716638,11232940
11.01.2022 20:46:21,3,80,848,901917,34995395
23.01.2022 7:38:51,4,20,837,133740,26931642
22.01.2022 7:49:38,4,50,892,393860,43722321
10.01.2022 14:31:38,3,100,888,332885,16240041
11.01.2022 17:26:06,5,70,852,358288,73424971
09.01.2022 6:16:53,3,140,813,416440,10748257
15.01.2022 8:25:57,3,10,938,228314,77409757
28.01.2022 12:46:49,5,160,1103,773253,24094547
29.01.2022 14:16:41,4,110,885,577666,82290351
28.01.2022 12:42:50,3,60,914,845425,37526778
24.01.2022 16:21:43,3,120,906,187617,52807701
31.01.2022 10:46:40,5,90,858,980232,28683882
20.01.2022 22:09:15,3,70,965,701850,59477832
30.01.2022 0:42:53,4,130,1163,720805,15290701
31.01.2022 1:12:41,5,130,885,783005,86933299
21.01.2022 15:16:44,4,30,888,372358,50936872
16.01.2022 8:51:15,5,90,861,868047,45153151
10.01.2022 10:02:46,3,120,1011,456282,81739678
30.01.2022 10:13:47,3,160,1786,129057,43264256
12.01.2022 21:11:21,4,40,860,508436,16130915
09.01.2022 0:32:00,4,140,950,325757,60500835
13.01.2022 22:57:43,4,40,904,544085,94681167
22.01.2022 0:20:39,4,140,1151,524879,70802503
18.01.2022 21:34:50,3,170,1628,388337,82340733
11.01.2022 17:41:11,4,110,999,681717,63642810
31.01.2022 10:23:31,3,20,883,326445,99690572
26.01.2022 22:46:53,5,130,963,881020,93292885
20.01.2022 14:52:15,3,140,856,690684,26316505
16.01.2022 19:37:39,3,120,893,696418,41352467
09.01.2022 0:16:59,3,30,830,951568,32747000
10.01.2022 12:09:23,4,80,963,562186,93833825
21.01.2022 4:03:22,4,20,846,504788,14299404
11.01.2022 0:01:48,3,100,829,312972,32497648
15.01.2022 23:44:31,3,40,923,535428,16391366
27.01.2022 15:54:11,4,30,913,105144,65403493
29.01.2022 14:38:34,6,150,1016,818676,78810903
13.01.2022 15:54:15,4,140,978,844072,64161100
21.01.2022 6:53:42,4,110,941,260647,55225163
28.01.2022 8:48:23,3,80,983,542604,56746988
31.01.2022 23:55:11,6,170,1048,715799,20348719
09.01.2022 21:03:14,3,20,921,856192,35488602
12.01.2022 16:00:20,4,60,838,669454,69139328
26.01.2022 7:46:21,4,150,873,773324,60675425
15.01.2022 22:54:34,5,100,985,141880,81014088
15.01.2022 11:02:38,3,110,946,173399,28947633
12.01.2022 19:39:57,5,170,1890,186982,96295715
19.01.2022 16:44:28,5,70,810,231474,64441584
15.01.2022 10:56:14,3,40,843,434927,78038703
17.01.2022 4:18:58,3,60,817,958020,31282164
18.01.2022 2:27:30,4,60,808,773342,80340567
22.01.2022 6:53:08,4,70,939,459683,52180391
18.01.2022 13:23:22,4,40,899,903240,20503534
12.01.2022 6:09:04,3,50,811,655892,49826400
19.01.2022 4:56:36,4,170,1858,821771,94279816
09.01.2022 1:54:30,3,10,809,493178,59273499
31.01.2022 20:06:56,3,140,1060,600063,23761085
18.01.2022 14:47:29,4,40,909,512533,27810218
16.01.2022 17:15:49,5,80,910,621592,61622223
11.01.2022 18:04:24,3,30,928,132727,95737604
14.01.2022 8:02:39,5,70,944,542301,63510793
16.01.2022 4:37:57,5,140,1091,699374,59167924
27.01.2022 8:39:22,4,100,1016,794406,91859406
17.01.2022 21:34:08,5,80,975,950033,53625066
16.01.2022 23:11:16,5,130,832,860381,10594016
10.01.2022 22:44:52,3,130,1183,751477,61496020
22.01.2022 9:48:55,5,100,1003,950514,68770751
18.01.2022 18:28:41,4,140,881,754806,39179385
15.01.2022 20:16:59,5,80,986,404534,80403055
26.01.2022 13:20:47,5,100,854,701355,59954348
27.01.2022 9:19:28,3,70,892,452309,79715319
31.01.2022 20:49:55,5,90,1007,249900,63002010
13.01.2022 19:06:11,4,30,848,691999,74130466
27.01.2022 9:42:28,4,140,946,361436,67199653
20.01.2022 0:29:40,3,100,832,658861,10295764
09.01.2022 17:42:42,3,120,1026,483308,58546744
16.01.2022 23:58:32,4,130,947,507219,27541572
10.01.2022 20:24:14,4,60,954,192955,44073821
11.01.2022 17:56:04,3,100,985,984686,39192895
23.01.2022 21:24:24,5,140,879,653886,95476426
28.01.2022 8:10:35,3,140,924,249286,31478690
30.01.2022 16:11:22,6,130,1013,345682,45320060
26.01.2022 11:30:34,4,110,819,992035,17355621
25.01.2022 8:04:00,5,170,968,477299,20743591
13.01.2022 13:37:04,5,160,1874,826714,13142398
21.01.2022 0:38:01,4,160,1150,526218,63610124
29.01.2022 12:10:11,4,60,953,627648,46611324
09.01.2022 2:36:28,3,30,816,133397,40134205
29.01.2022 19:43:24,4,50,859,295806,63001386
18.01.2022 2:39:26,4,20,879,530657,91531134
29.01.2022 21:48:56,5,70,1044,399312,50492439
29.01.2022 11:42:00,4,50,924,744209,91797828
24.01.2022 2:31:14,3,170,1277,681014,16126184
10.01.2022 10:36:22,5,140,984,461528,31737880
20.01.2022 1:36:59,4,60,803,180473,18460861
11.01.2022 16:14:31,3,140,1189,599949,70647048
09.01.2022 11:10:30,4,60,974,387044,93115718
10.01.2022 19:55:54,3,50,886,473680,48861929
15.01.2022 8:14:55,4,30,931,714744,38260089
20.01.2022 13:42:01,3,20,808,886582,49505413
18.01.2022 12:04:01,4,140,906,869711,35591857
25.01.2022 13:54:59,4,90,805,329864,93966480
09.01.2022 15:53:07,4,50,873,870804,46024231
29.01.2022 5:25:45,3,160,1185,666570,68861158
17.01.2022 20:57:48,4,100,938,668983,76066201
16.01.2022 11:04:49,6,140,1071,977337,33367883
31.01.2022 17:56:50,5,90,841,798334,10022668
15.01.2022 22:31:50,3,100,952,494805,61968178
14.01.2022 13:38:45,3,10,817,208199,71541936
17.01.2022 21:53:48,3,60,807,272481,90061682
31.01.2022 1:09:45,5,90,812,227288,11122351
22.01.2022 16:12:05,5,150,983,103687,93764442
30.01.2022 10:41:37,6,160,1683,200131,29029854
16.01.2022 11:58:49,3,60,973,182007,50467086
11.01.2022 20:24:37,3,160,1195,663330,38723061
13.01.2022 9:56:22,5,80,858,280603,57189705
12.01.2022 0:39:37,4,50,813,382935,40951478
27.01.2022 13:54:44,4,20,885,246178,11181027
27.01.2022 2:38:03,5,110,858,737108,19730445
15.01.2022 1:21:03,4,140,884,339971,90928243
16.01.2022 23:44:53,4,140,808,926091,70265571
19.01.2022 13:38:15,6,160,936,722205,97476602
31.01.2022 8:30:45,4,160,889,115828,62643053
23.01.2022 8:29:29,5,80,816,124748,40445682
21.01.2022 2:46:24,5,80,1000,271744,28719350
25.01.2022 23:09:47,3,160,1375,504535,77975955
29.01.2022 16:24:28,4,110,864,845298,57102273
26.01.2022 23:59:17,4,80,915,209886,59020015
20.01.2022 17:04:10,3,40,878,536404,47927786
26.01.2022 1:46:27,4,170,1538,107739,62528981
30.01.2022 4:32:00,3,90,994,144761,49993825
30.01.2022 21:46:33,4,60,920,748095,33869315
31.01.2022 15:28:52,3,50,852,377757,45779416
16.01.2022 1:09:43,3,110,931,620246,77826099
14.01.2022 20:55:09,3,50,962,431922,72757824
26.01.2022 9:42:12,4,10,824,986580,27707493
26.01.2022 8:59:58,4,60,921,566518,44259941
23.01.2022 21:48:39,4,120,850,850261,94484924
21.01.2022 11:25:14,5,130,881,267353,56031723
26.01.2022 10:42:40,3,130,1116,888385,77023075
11.01.2022 13:57:23,6,160,1742,218322,82889591
09.01.2022 15:13:22,3,50,869,286417,97924147
16.01.2022 16:20:39,5,120,939,522912,34368490
31.01.2022 3:33:15,4,10,938,665914,98091686
09.01.2022 18:13:15,5,100,867,489085,75516010
16.01.2022 11:55:27,5,160,1415,557993,38464689
28.01.2022 0:15:00,6,170,953,595197,24610911
16.01.2022 17:41:33,5,130,1025,973532,41598438
13.01.2022 17:18:37,4,120,934,633000,23590503
10.01.2022 7:39:36,3,70,982,150318,31062883
13.01.2022 4:46:03,3,120,947,533958,87322676
12.01.2022 13:47:38,3,10,822,334036,75932265
22.01.2022 3:46:16,3,70,985,501496,84706971
23.01.2022 1:41:28,5,150,936,742018,57462101
21.01.2022 7:53:31,3,10,838,547645,74630053
20.01.2022 18:48:39,3,50,846,739534,52443068
29.01.2022 11:35:52,4,40,906,621938,33332476
25.01.2022 19:43:58,4,30,851,946810,54430906
25.01.2022 3:01:08,5,160,1180,621938,33332476
19.01.2022 0:41:20,3,10,893,674327,50732901
26.01.2022 2:06:29,3,50,900,843387,41981252
13.01.2022 2:08:15,3,160,1745,998542,33582700
19.01.2022 0:08:21,5,90,989,234355,53803608
12.01.2022 17:24:25,3,70,922,692321,17593010
23.01.2022 8:19:43,4,50,835,957786,89769252
20.01.2022 0:45:38,3,20,859,585345,88178635
26.01.2022 11:56:02,3,80,980,333377,92208236
24.01.2022 18:42:43,3,100,909,702730,54679298
16.01.2022 12:25:25,4,90,939,781632,56865155
30.01.2022 13:37:04,3,110,833,160204,16185928
12.01.2022 15:34:49,6,160,1540,144932,80825225
17.01.2022 3:20:38,3,30,862,868186,20678378
15.01.2022 6:31:47,4,120,902,383930,77645730
24.01.2022 3:21:43,5,70,953,508475,26422579
14.01.2022 0:47:53,3,60,895,608741,71906079
22.01.2022 16:57:44,5,130,806,730014,80221168
19.01.2022 2:59:52,4,170,1330,852371,51835000
27.01.2022 19:23:22,5,110,949,212212,66841889
15.01.2022 13:49:41,4,80,834,797401,76444643
22.01.2022 23:06:26,5,90,953,217729,42358648
25.01.2022 16:44:55,4,60,978,585707,72458522
17.01.2022 22:56:30,4,40,947,658070,85011506
30.01.2022 11:41:31,5,150,964,798516,11443361
15.01.2022 4:59:55,4,120,944,353335,77217415
19.01.2022 12:22:35,6,130,883,664498,94336054
14.01.2022 20:39:53,4,70,875,984217,99251606
21.01.2022 22:25:16,4,50,974,956336,67259491
28.01.2022 17:37:31,5,120,922,884410,71236219
27.01.2022 8:04:53,3,40,923,566619,74670842
13.01.2022 10:03:55,3,80,840,209670,10332957
